raw_query,optimized_query
Dạ thưa bác sĩ Cảm giác đau tức ngực âm ỉ nhẹ kéo dài vài tuần nay có cần đi khám tim mạch không xin cảm ơn bác sĩ,Dạ thưa bác sĩ Cảm giác đau tức ngực âm ỉ nhẹ kéo dài vài tuần nay có cần đi khám tim mạch không xin cảm ơn bác sĩ
Dạ cho em hỏi làm sao để bảo vệ não bộ và hệ thần kinh khi làm vicệ văn phòng nhiều ạ !,Dạ cho em hỏi làm sao để bảo vệ não bộ và hệ thần kinh khi làm việc văn phòng nhiều ạ !
Thua bac si thuoc thuoc giam dau para co tuong tac voi cac loai thuoc deiu tri huyet ap cao khong,Thưa bác sĩ thuốc paracetamol có tương tác với các loại thuốc điều trị tăng huyết áp không
Cho em hoi nhung thoi quen tot giup nang cao he mien dich a em cam on bac si,Cho em hỏi những thói quen tốt giúp nâng cao hệ miễn dịch ạ em cảm ơn bác sĩ
Da cho em hoi toi uong klamentin qua lieu thi nen xu ly the nao xin cam on bac si,Dạ cho em hỏi tôi uống amoxicillin quá liều thì nên xử lý thế nào xin cảm ơn bác sĩ
"Bac si dai dap dup em khan cap behn nhan vo mach mau phun thanh tia dang nun tho, co can ho hap nan tao khong a em cam on bac si","Bác sĩ giải đáp giúp em khẩn cấp bệnh nhân vỡ mạch máu phun thành tia đang ngừng thở, có cần hô hấp nhân tạo không ạ em cảm ơn bác sĩ"
Moi nguoi cho em hoi loi ich cua viec tap gym deu dan vao moi buoi sang/toi a cam on bac si,Mọi người cho em hỏi lợi ích của việc tập gym đều đặn vào mỗi buổi sáng/tối ạ cảm ơn bác sĩ
Em muon hoi la Cap cuu tai nan lao dong bi dut dong mach canh tay mau phun than tia xoi xa lam sao cam mau khan cap,Em muốn hỏi là Cấp cứu tai nạn lao động bị đứt động mạch cánh tay máu phun thành tia xối xả làm sao cầm máu khẩn cấp
Da thua bac si nguoi nha bi hon me sau khong phan ung dang rat gap rut cuu voi nhe bac si,Dạ thưa bác sĩ người nhà bị hôn mê sâu không phản ứng đang rất gấp rút cứu với nhe bác sĩ
Cho hoi an gi hoac kieng gi de giam can an toan tot nhat a !,Cho hỏi ăn gì hoặc kiêng gì để giảm cân an toàn tốt nhất ạ !
Em chao bac si a nhung thoi quen tot giup nang cao suc ben tim mach a xin cam on nhieu,Em chào bác sĩ ạ những thói quen tốt giúp nâng cao sức bền tim mạch ạ xin cảm ơn nhiều
Bac si oi cho em hoi tac dung cua tinh bot nghe doi voi suc khoe la gi nhe bac si,Bác sĩ ơi cho em hỏi tác dụng của tinh bột nghệ đối với sức khỏe là gì nhe bác sĩ
"Bac si oi giup em voi khan cap benh nhan di vat duong tho tac hoan toan dang ngung toh, co can ho hap nhan tao khong a em cam on bac si","Bác sĩ ơi giúp em với khẩn cấp bệnh nhân dị vật đường thở tắc hoàn toàn đang ngừng thở, có cần hô hấp nhân tạo không ạ em cảm ơn bác sĩ"
Da cho em hoi benh nhan benh hen suyen co can kieng khem gi khi uong thuoc giam dau para khong a em cam on bac si,Dạ cho em hỏi bệnh nhân hen phế quản có cần kiêng khem gì khi uống paracetamol không ạ em cảm ơn bác sĩ
Da thua bac si tac dung phu cua thuoc ha sot paracetamol khi dung chung voi asprin la gi giup em voi a,Dạ thưa bác sĩ tác dụng phụ của paracetamol khi dùng chung với aspirin là gì giúp em với ạ
Bac si cho em hoi chut a loi ich cua viec ngu du 8 tieng vao moi buoi sang/toi a xin cam on,Bác sĩ cho em hỏi chút ạ lợi ích của việc ngủ đủ 8 tiếng vào mỗi buổi sáng/tối ạ xin cảm ơn
Dạ cho em hỏi tác dụng của tỏi đen đối với sức kheỏ là gì với ạ,Dạ cho em hỏi tác dụng của tỏi đen đối với sức khỏe là gì với ạ
Dạ thưa bác sĩ nhữgn thói quen tốt giúp nân cao sức đề kháng mùa lạnh ạ xin cảm ơn nhiều,Dạ thưa bác sĩ những thói quen tốt giúp nâng cao sức đề kháng mùa lạnh ạ xin cảm ơn nhiều
Da thua bac si bi dot quy di vat duong tho tac hoan toan meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi a cam on bac si,Dạ thưa bác sĩ bị đột quỵ dị vật đường thở tắc hoàn toàn méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì ạ cảm ơn bác sĩ
Thua bac si thuoc khang sinh amoxicillin co tuong tac voi cac loai thuoc dieu tri ha cao khong a em cam on bac si,Thưa bác sĩ thuốc amoxicillin có tương tác với các loại thuốc điều trị tăng huyết áp không ạ em cảm ơn bác sĩ
Thuốc ibu có tưnơg tác với các loại thuốc điều trị tăng huyết áp không thế ạ,Thuốc ibuprofen có tương tác với các loại thuốc điều trị tăng huyết áp không thế ạ
Bac si oi nuoi nha bi hon me sau khong phan ung dan rat gap rut cuu voi nha bac si,Bác sĩ ơi người nhà bị hôn mê sâu không phản ứng đang rất gấp rút cứu với nha bác sĩ
Cho em hoi thoi diem uong panadol tot nhat trong ngay la luc nao a em cam on bac si,Cho em hỏi thời điểm uống paracetamol tốt nhất trong ngày là lúc nào ạ em cảm ơn bác sĩ
"Cho em hoi ti a bi hon me sau khong phan ung kem tim tai moi va dau ngon tay nguy kich qua, phai so cuu sao a cam on bac si","Cho em hỏi tí ạ bị hôn mê sâu không phản ứng kèm tím tái môi và đầu ngón tay nguy kịch quá, phải sơ cứu sao ạ cảm ơn bác sĩ"
Cho em hỏi cấp cứu gấp người bị đuối nước đột ngột ngất xỉu tím tái toàn thân ạ em cảm ơn bác sĩ,Cho em hỏi cấp cứu gấp người bị đuối nước đột ngột ngất xỉu tím tái toàn thân ạ em cảm ơn bác sĩ
Tôi bị sốt thì có nên uống thuốc giảm đau para không ạ?,Tôi bị sốt thì có nên uống paracetamol không ạ?
Bac si oi cho em hoi phu nu co thai co duoc su dung ibup de chua sot nha,Bác sĩ ơi cho em hỏi phụ nữ có thai có được sử dụng ibuprofen để chữa sốt nha
Bác sĩ ơi cho em hỏi làm sao để bảo vệ hệ tiêu hóa khi làm vệic văn phòng nhiều,Bác sĩ ơi cho em hỏi làm sao để bảo vệ hệ tiêu hóa khi làm việc văn phòng nhiều
Cho em hoi lieu luong uong aspi cho nguoi bi chong mat nhu the nao a,Cho em hỏi liều lượng uống aspirin cho người bị chóng mặt như thế nào ạ
Chào bác sĩ ạ thuốc asprin được chỉ định để đềiu chị sốt ạ?,Chào bác sĩ ạ thuốc aspirin được chỉ định để điều trị sốt ạ?
Chào bác sĩ ạ thuốc amoc có tương tác với các loại thuốc điều trị tien dinh không xin cảm ơn bác sĩ,Chào bác sĩ ạ thuốc amoxicillin có tương tác với các loại thuốc điều trị rối loạn tiền đình không xin cảm ơn bác sĩ
Dạ thưa bác sĩ làm thế nào để gipú da dẻ mịn mnàg hiệu quả nhất tại nhà ạ cảm ơn bác sĩ,Dạ thưa bác sĩ làm thế nào để giúp da dẻ mịn màng hiệu quả nhất tại nhà ạ cảm ơn bác sĩ
Bac si oi cho em hoi lam sao de bao ve nao bo va he than kinh khi lam viec van phong nhieu a,Bác sĩ ơi cho em hỏi làm sao để bảo vệ não bộ và hệ thần kinh khi làm việc văn phòng nhiều ạ
Thuốc metfor được chỉ định để điều trị sốt giúp em,Thuốc metformin được chỉ định để điều trị sốt giúp em
Da bac si chatbot co the thay the bac si kham benh hoan toan duoc khong nhe bac si,Dạ bác sĩ chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không nhé bác sĩ
"Bác sĩ ơi giúp em với Người nhà đột ngột bị té nã bất tỉnh, co giật toàn thân chợn mắt sùi bọt mép ạ em cảm ơn","Bác sĩ ơi giúp em với Người nhà đột ngột bị té ngã bất tỉnh, co giật toàn thân trợn mắt sùi bọt mép ạ em cảm ơn"
"Người nhà đột nột bị té ngã bất tỉn, co gậit toàn thân chợn mắt sùi bọt mép","Người nhà đột ngột bị té ngã bất tỉnh, co giật toàn thân trợn mắt sùi bọt mép"
Em muon hoi la an gi hoac kieng gi de ha mo mau tu nhien tot nhat voi a,Em muốn hỏi là ăn gì hoặc kiêng gì để hạ mỡ máu tự nhiên tốt nhất với ạ
"Dạ bác sĩ cho em hỏi con uống nhầm hóa chất độc hại sùi bọt mép, cứu mạng với xin cảm ơn bác sĩ","Dạ bác sĩ cho em hỏi con uống nhầm hóa chất độc hại sùi bọt mép, cứu mạng với xin cảm ơn bác sĩ"
Dạ bác sĩ sự khác biệt giữa aomx và thuốc hạ sốt padacetamol chon chữa trị đau bụng nha bác sĩ,Dạ bác sĩ sự khác biệt giữa amoxicillin và paracetamol trong chữa trị đau bụng nha bác sĩ
Bac si giai dap giup em luu y quan trong nat khi su dung ibuf la gi a xin cam on nhieu,Bác sĩ giải đáp giúp em lưu ý quan trọng nhất khi sử dụng ibuprofen là gì ạ xin cảm ơn nhiều
Cho hỏi người nhà bị hôn mê sâu không phản ứn đang dất khẩn cấp cứu với nhé bác sĩ,Cho hỏi người nhà bị hôn mê sâu không phản ứng đang rất khẩn cấp cứu với nhé bác sĩ
"Em chào bác sĩ ạ bị dị vật đường thở tắc hoàn toàn kèm co giật liên hồi nguy kịch quá, phải sơ cứu sao","Em chào bác sĩ ạ bị dị vật đường thở tắc hoàn toàn kèm co giật liên hồi nguy kịch quá, phải sơ cứu sao"
Cho em hỏi tí ạ sự khác biệt giữa ibu và paracetamol trong chữa trị chóng mặt nha,Cho em hỏi tí ạ sự khác biệt giữa ibuprofen và paracetamol trong chữa trị chóng mặt nha
Bác sĩ giải đáp giúp em tôi bị sốt thì có nên uống amox không giúp em với ạ,Bác sĩ giải đáp giúp em tôi bị sốt thì có nên uống amoxicillin không giúp em với ạ
Thua bac si thoi diem uong metformin tot nhat trong ngay la luc nao a !,Thưa bác sĩ thời điểm uống metformin tốt nhất trong ngày là lúc nào ạ !
Cho em hỏi tí ạ tác dụng phụ của metfor khi dùng chung với asprin chống đông máu là gì giúp em,Cho em hỏi tí ạ tác dụng phụ của metformin khi dùng chung với aspirin là gì giúp em
Thưa bác sĩ lưu ý quan trọng nhất khi sử dụng met là gì nha,Thưa bác sĩ lưu ý quan trọng nhất khi sử dụng metformin là gì nha
Da cho em hoi bi dot quy bong nang toan than do no binh gas meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi nhe bac si,Dạ cho em hỏi bị đột quỵ bỏng nặng toàn thân do nổ bình gas méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì nhe bác sĩ
Thua bac si thoi diem uong asprin tot nhat trong ngay la luc nao nha bac si,Thưa bác sĩ thời điểm uống aspirin tốt nhất trong ngày là lúc nào nha bác sĩ
Da bac si cho em hoi lam sao de bao ve khop xuong co tay khi lam viec van phong nhieu a cam on bac si,Dạ bác sĩ cho em hỏi làm sao để bảo vệ khớp xương cổ tay khi làm việc văn phòng nhiều ạ cảm ơn bác sĩ
Moi nguoi cho em hoi nhung thoi quen tot giup nang cao suc ben tim mach a em cam on bac si,Mọi người cho em hỏi những thói quen tốt giúp nâng cao sức bền tim mạch ạ em cảm ơn bác sĩ
Su khac biet giua met va ibup trong chua tri dau bung,Sự khác biệt giữa metformin và ibuprofen trong chữa trị đau bụng
Dạ thưa bác sĩ tác dụng phụ của ibuf khi dùng chung với metformin hạ đường huyết là gì thế ạ,Dạ thưa bác sĩ tác dụng phụ của ibuprofen khi dùng chung với metformin là gì thế ạ
Cho hỏi làm sao để bảo vệ khớp xương cổ tay khi làm việc văn phòng nhiều ạ sin cảm ơn,Cho hỏi làm sao để bảo vệ khớp xương cổ tay khi làm việc văn phòng nhiều ạ xin cảm ơn
"Da bac si con uong nam thuoc ngu lieu luong cuc lon sui bot mpe, cuu man voi the a","Dạ bác sĩ con uống nhầm thuốc ngủ liều lượng cực lớn sùi bọt mép, cứu mạng với thế ạ"
Bac si giai dap giup em chatbot co the thay the bac si kham benh hoan tona duoc khong na bac si,Bác sĩ giải đáp giúp em chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không nha bác sĩ
"Em chào bác sĩ ạ khẩn cấp bệnh nhân đau ngực dữ dội như đá đè đang ngừng thở, có cần hô hấp nâhn tạo không gipú em","Em chào bác sĩ ạ khẩn cấp bệnh nhân đau ngực dữ dội như đá đè đang ngừng thở, có cần hô hấp nhân tạo không giúp em"
Chao bac si a nhung thoi qeun tot giup nan cao suc khoe tin than a em cam on,Chào bác sĩ ạ những thói quen tốt giúp nâng cao sức khỏe tinh thần ạ em cảm ơn
Bác sĩ ơi giúp em với ăn gì hoặc kiêng gì để tăn sự tập chun tốt nhất ạ cảm ơn bác sĩ,Bác sĩ ơi giúp em với ăn gì hoặc kiêng gì để tăng sự tập trung tốt nhất ạ cảm ơn bác sĩ
Da thua bac si an gi hoac kieng gi de giam dau moi vai gay tot nhat a em cam on bac si,Dạ thưa bác sĩ ăn gì hoặc kiêng gì để giảm đau mỏi vai gáy tốt nhất ạ em cảm ơn bác sĩ
Cho em hỏi tí ạ liều lượng uống metfor cho người bị sốt như thế nào nha,Cho em hỏi tí ạ liều lượng uống metformin cho người bị sốt như thế nào nha
"Bi di vat duong tho tac hoan toan kem ngung tho hoan toan nguy kich qua, phai so cuu sao a xin cam on nhieu","Bị dị vật đường thở tắc hoàn toàn kèm ngừng thở hoàn toàn nguy kịch quá, phải sơ cứu sao ạ xin cảm ơn nhiều"
Da bac si cho em hoi lam sao de bao ve khop xuong co tay khi lam viec van phong nhieu nhe bac si,Dạ bác sĩ cho em hỏi làm sao để bảo vệ khớp xương cổ tay khi làm việc văn phòng nhiều nhe bác sĩ
"Da bac si cho em hoi khna cap benh nhan chan thuogn so nao mau chay nhiue dang nun tho, co can ho hap nhna tao khogn a em cam on bac si","Dạ bác sĩ cho em hỏi khẩn cấp bệnh nhân chấn thương sọ não máu chảy nhiều đang ngừng thở, có cần hô hấp nhân tạo không ạ em cảm ơn bác sĩ"
"Tai nan xe may lam nan nhan bi co giat torn mat sui bot mep chay mau o at, lam sao cam mau a !","Tai nạn xe máy làm nạn nhân bị co giật trợn mắt sùi bọt mép chảy máu ồ ạt, làm sao cầm máu ạ !"
Cho em hỏi tí ạ ăn gì hoặc kiên gì để tăng cường trí nhớ tốt nhất giúp em với ạ,Cho em hỏi tí ạ ăn gì hoặc kiêng gì để tăng cường trí nhớ tốt nhất giúp em với ạ
"Alo bác sĩ tai nạn xe máy làm nạn nhân bị phản vệ độ nặng sau tiêm thuốc chảy máu ồ ạt, làm sao cầm máu ạ?","Alo bác sĩ tai nạn xe máy làm nạn nhân bị phản vệ độ nặng sau tiêm thuốc chảy máu ồ ạt, làm sao cầm máu ạ?"
Dạ bác sĩ Bị đau nửa đầu kinh niên khi thay đổi thời tiết chuyển lạnh đột ngột ạ !,Dạ bác sĩ Bị đau nửa đầu kinh niên khi thay đổi thời tiết chuyển lạnh đột ngột ạ !
Bac si giai dap giup em Bi dau nua dau kinh nien khi thay doi thoi tiet chuyen lanh dot ngot a cam on bac si,Bác sĩ giải đáp giúp em Bị đau nửa đầu kinh niên khi thay đổi thời tiết chuyển lạnh đột ngột ạ cảm ơn bác sĩ
Em muon hoi la Tho kho khe nhe co dom o co hong sau khi ngu day nha bac si,Em muốn hỏi là Thở khò khè nhẹ có đờm ở cổ họng sau khi ngủ dậy nha bác sĩ
"Da thua bac si con uong nham thuoc tru sau sui bot mpe, cuu mang voi","Dạ thưa bác sĩ con uống nhầm thuốc trừ sâu sùi bọt mép, cứu mạng với"
Em chao bac si a nhung thoi quen tot giup nang cao kha nang tap trung giup em,Em chào bác sĩ ạ những thói quen tốt giúp nâng cao khả năng tập trung giúp em
Tại sao dùng aspidin lại gây bồun ngủ hoặc chóng mặt nha bác sĩ,Tại sao dùng aspirin lại gây buồn ngủ hoặc chóng mặt nha bác sĩ
Bac si giai dap giup em tac dung cua nhan sam doi voi suc khoe la gi a em cam on,Bác sĩ giải đáp giúp em tác dụng của nhân sâm đối với sức khỏe là gì ạ em cảm ơn
Dạ bác sĩ thuốc giảm đau kháng viêm ibu có tương tác với các loại thuốc điều trị đau dạ dày không nhe bác sĩ,Dạ bác sĩ thuốc ibuprofen có tương tác với các loại thuốc điều trị viêm loét dạ dày không nhe bác sĩ
Da thua bac si bi chan thuong so nao mau chay nhieu nghet tho ho sac sua tron mat len thi so cuu the nao nha bac si,Dạ thưa bác sĩ bị chấn thương sọ não máu chảy nhiều nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nha bác sĩ
Bac si cho em hoi chut a Nguoi nha bi nga tu tang cao xuong chan thuong so nao mau chay nhieu o dau va tai mui a xin cam on,Bác sĩ cho em hỏi chút ạ Người nhà bị ngã từ tầng cao xuống chấn thương sọ não máu chảy nhiều ở đầu và tai mũi ạ xin cảm ơn
Cho hỏi bệhn nhân co thắt phế quản có cần kiêng khem gì khi uốn pana không ạ cảm ơn bác sĩ,Cho hỏi bệnh nhân hen phế quản có cần kiêng khem gì khi uống paracetamol không ạ cảm ơn bác sĩ
"Dạ thưa bác sĩ khẩn cấp bệnh nhân co giật trợn mắt sùi bọt mép đang nừn thở, có cần hô hấp nhân tạo không ạ !","Dạ thưa bác sĩ khẩn cấp bệnh nhân co giật trợn mắt sùi bọt mép đang ngừng thở, có cần hô hấp nhân tạo không ạ !"
Cho em hỏi tí ạ ăn gì hặoc kiêng gì để tăn cườn thể lực tốt nhất nha bác sĩ,Cho em hỏi tí ạ ăn gì hoặc kiêng gì để tăng cường thể lực tốt nhất nha bác sĩ
Bác sĩ giải đáp giúp em thuốc thuốc tiểu đường metformin được chỉ định để điều trị đau bụng giúp em với ạ,Bác sĩ giải đáp giúp em thuốc metformin được chỉ định để điều trị đau bụng giúp em với ạ
Thua bac si an gi hoac kieng gi de giam dau moi vai gay tot nhat xin cam on bac si,Thưa bác sĩ ăn gì hoặc kiêng gì để giảm đau mỏi vai gáy tốt nhất xin cảm ơn bác sĩ
Bác sĩ ơi giúp em với lợi ích của việc uống một ly nớưc ấm vào mỗi buổi sáng/tối ạ xin cảm ơn,Bác sĩ ơi giúp em với lợi ích của việc uống một ly nước ấm vào mỗi buổi sáng/tối ạ xin cảm ơn
Loi ich cua viec chay bo 30 phut vao moi buoi sang/toi,Lợi ích của việc chạy bộ 30 phút vào mỗi buổi sáng/tối
Bác sĩ giải đáp dúp em người nhà bị bỏng nặng toàn thân do nổ bình gas đang rất ngyu kịch cứu với ạ em cảm ơn,Bác sĩ giải đáp giúp em người nhà bị bỏng nặng toàn thân do nổ bình gas đang rất nguy kịch cứu với ạ em cảm ơn
Cho em hoi ti a su khac biet giua thuoc aomx va metformin trong chua chi sot giup em,Cho em hỏi tí ạ sự khác biệt giữa amoxicillin và metformin trong chữa trị sốt giúp em
Bac si oi thuoc ibu duoc chi dinh de dieu tri dau bung a?,Bác sĩ ơi thuốc ibuprofen được chỉ định để điều trị đau bụng ạ?
Alo bác sĩ nưgời nhà bị vỡ mạch máu phun thành tia đang rất khẩn cấp cứu với giúp em với ạ,Alo bác sĩ người nhà bị vỡ mạch máu phun thành tia đang rất khẩn cấp cứu với giúp em với ạ
Cho em hoi Cap cuu! Con dau that bop nghet lon nguc lan ra ham va sau lung kem kho tho du doi a !,Cho em hỏi Cấp cứu! Cơn đau thắt bóp nghẹt lồng ngực lan ra hàm và sau lưng kèm khó thở dữ dội ạ !
Da bac si nhung thoi quen tot giup nang cao chat luong giac ngu nha,Dạ bác sĩ những thói quen tốt giúp nâng cao chất lượng giấc ngủ nha
Em muon hoi la nhung thoi quen tot giup nang cao kha nang tap trung a cam on bac si,Em muốn hỏi là những thói quen tốt giúp nâng cao khả năng tập trung ạ cảm ơn bác sĩ
Bác sĩ ơi lưu ý quan trnọg nất khi sử dụng amoxicillin là gì thế ạ,Bác sĩ ơi lưu ý quan trọng nhất khi sử dụng amoxicillin là gì thế ạ
Thua bac si nhung thoi quen tot giup nang cao suc ben tim mach giup em,Thưa bác sĩ những thói quen tốt giúp nâng cao sức bền tim mạch giúp em
Em muon hoi la tre em duoi 6 tuoi uong thuoc tieu duong metformin lieu bao nhieu la an toan a xin cam on nhieu,Em muốn hỏi là trẻ em dưới 6 tuổi uống metformin liều bao nhiêu là an toàn ạ xin cảm ơn nhiều
"Moi nguoi cho em hoi Cap cuu gap nguoi benh ngung tuan hoan, ngung tho hoan toan long nguc khong phap phong a xin cam on nhieu","Mọi người cho em hỏi Cấp cứu gấp người bệnh ngừng tuần hoàn, ngừng thở hoàn toàn lồng ngực không phập phồng ạ xin cảm ơn nhiều"
Loi ich cua viec chay bo 30 phut vao moi buoi sang/toi a cam on bac si,Lợi ích của việc chạy bộ 30 phút vào mỗi buổi sáng/tối ạ cảm ơn bác sĩ
Cho em hoi ti a nhung thoi quen tot giup nang cao suc ben tim mach nha bac si,Cho em hỏi tí ạ những thói quen tốt giúp nâng cao sức bền tim mạch nha bác sĩ
Thoi diem uong thuoc amox tot nhat trong ngay la luc nao a cam on bac si,Thời điểm uống amoxicillin tốt nhất trong ngày là lúc nào ạ cảm ơn bác sĩ
Bac si cho em hoi chut a chatbot co the thay the bac si kham benh hoan toan duoc khong voi a,Bác sĩ cho em hỏi chút ạ chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không với ạ
Thưa bác sĩ cấp cứu gấp người bị vỡ mạch máu phun thnàh tia đột ngtộ nất xỉu tím tái toàn thân nhé bác sĩ,Thưa bác sĩ cấp cứu gấp người bị vỡ mạch máu phun thành tia đột ngột ngất xỉu tím tái toàn thân nhé bác sĩ
Thời đểim uống thuốc tim mạch aspirin tốt nhất trong ngày là lúc nào ạ?,Thời điểm uống aspirin tốt nhất trong ngày là lúc nào ạ?
Bac si oi lam the nao de giam stress cang thang hieu qua nhat tai nha voi a,Bác sĩ ơi làm thế nào để giảm stress căng thẳng hiệu quả nhất tại nhà với ạ
Cho hoi Cam giac dau tuc nguc am i nhe keo dai vai tuan nay co can di kham tim mach khong,Cho hỏi Cảm giác đau tức ngực âm ỉ nhẹ kéo dài vài tuần nay có cần đi khám tim mạch không
Cho em hỏi tí ạ bị đột quỵ đau ngực dữ dội như đá đè méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì dúp em,Cho em hỏi tí ạ bị đột quỵ đau ngực dữ dội như đá đè méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì giúp em
"Cho em hỏi bị đau ngực dữ dội như đá đè kèm tím tái môi và đầu ngón tay nguy kịch quá, phải sơ cứu sao ạ em cảm ơn","Cho em hỏi bị đau ngực dữ dội như đá đè kèm tím tái môi và đầu ngón tay nguy kịch quá, phải sơ cứu sao ạ em cảm ơn"
"Da bac si cho em hoi khan cap benh nhan nout nham acid dang ngung tho, co can ho hap nhan tao khong a em cam on bac si","Dạ bác sĩ cho em hỏi khẩn cấp bệnh nhân nuốt nhầm acid đang ngừng thở, có cần hô hấp nhân tạo không ạ em cảm ơn bác sĩ"
Cho em hỏi thời điểm uống paracetamol tốt nhất trong ngày là lúc nào ạ xin cảm ơn nhiều,Cho em hỏi thời điểm uống paracetamol tốt nhất trong ngày là lúc nào ạ xin cảm ơn nhiều
Bac si oi cho em hoi thuoc thuoc tiue duong metfodmin co tunog tac voi cac loai thuoc dieu tri duong huyet cao khong nhe bac si,Bác sĩ ơi cho em hỏi thuốc metformin có tương tác với các loại thuốc điều trị đái tháo đường không nhe bác sĩ
Bac si cho em hoi chut a thuoc metfor duoc chi dinh de dieu tri dau dau,Bác sĩ cho em hỏi chút ạ thuốc metformin được chỉ định để điều trị đau đầu
Phu nu co thai co duco su dung giam dau khan viem ibu de chua dau bung a em cam on bac si,Phụ nữ có thai có được sử dụng ibuprofen để chữa đau bụng ạ em cảm ơn bác sĩ
Da thua bac si thoi diem uong pana tot nhat trong ngay la luc nao a,Dạ thưa bác sĩ thời điểm uống paracetamol tốt nhất trong ngày là lúc nào ạ
Cho em hỏi tí ạ dùng amoxicillin kéo dài có gây suy gan hay suy thận không nhé bác sĩ,Cho em hỏi tí ạ dùng amoxicillin kéo dài có gây suy gan hay suy thận không nhé bác sĩ
Thưa bác sĩ trẻ em dưới 6 tuổi uống asprin chống đông máu liều bao nhiêu là an toàn nha bác sĩ,Thưa bác sĩ trẻ em dưới 6 tuổi uống aspirin liều bao nhiêu là an toàn nha bác sĩ
"Cho em hoi ti a con uong nham thuoc diet co paraquat sui bot mep, cuu mang voi nhe bac si","Cho em hỏi tí ạ con uống nhầm thuốc diệt cỏ paraquat sùi bọt mép, cứu mạng với nhe bác sĩ"
Cho em hỏi tí ạ người nhà bị nuốt nhầm acid đan rất nguy kịch cứu với ạ,Cho em hỏi tí ạ người nhà bị nuốt nhầm acid đang rất nguy kịch cứu với ạ
Da bac si nhung thoi quen tot giup nang cao suc de khang mua lanh nha bac si,Dạ bác sĩ những thói quen tốt giúp nâng cao sức đề kháng mùa lạnh nha bác sĩ
Chao bac si a lam sao de bao ve xuong khop toan than khi lam viec van phong nhieu giup em,Chào bác sĩ ạ làm sao để bảo vệ xương khớp toàn thân khi làm việc văn phòng nhiều giúp em
Da thua bac si bi co giat tron mat sui bot mep nghet tho ho sac sua tron mat len thi so cuu the nao nhe bac si,Dạ thưa bác sĩ bị co giật trợn mắt sùi bọt mép nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nhé bác sĩ
Chao bac si a benh nhan chong mat tien dinh co can kieng khem gi khi uong ibup khong a em cam on,Chào bác sĩ ạ bệnh nhân rối loạn tiền đình có cần kiêng khem gì khi uống ibuprofen không ạ em cảm ơn
Bác sĩ ơi giúp em với liều lượng uống pana cho người bị đau bụng như thế nào ạ xin cảm ơn,Bác sĩ ơi giúp em với liều lượng uống paracetamol cho người bị đau bụng như thế nào ạ xin cảm ơn
Em chao bac si a lam the nao de tang cuong tri nho hieu qua nhat tai nha a xin cam on nhieu,Em chào bác sĩ ạ làm thế nào để tăng cường trí nhớ hiệu quả nhất tại nhà ạ xin cảm ơn nhiều
Dạ cho em hỏi thời điểm uống thuốc tiểu đường metformin tốt nhất trong ngày là lúc nào với ạ,Dạ cho em hỏi thời điểm uống metformin tốt nhất trong ngày là lúc nào với ạ
Bac si cho em hoi cuht a cap cuu gap nguoi bi nuot nham acid dot ngot ngat xiu tim tai toan than,Bác sĩ cho em hỏi chút ạ cấp cứu gấp người bị nuốt nhầm acid đột ngột ngất xỉu tím tái toàn thân
Bác sĩ ơi cho em hỏi thuốc kháng sinh amoxicillin được chỉ định để điều trị sốt nha bác sĩ,Bác sĩ ơi cho em hỏi thuốc amoxicillin được chỉ định để điều trị sốt nha bác sĩ
Da bac si an gi hoac kieng gi de cham soc da mun tot nhat a em cam on,Dạ bác sĩ ăn gì hoặc kiêng gì để chăm sóc da mụn tốt nhất ạ em cảm ơn
Cho em hoi ti a thuoc met duoc chi dinh de dieu tri mat ngu voi a,Cho em hỏi tí ạ thuốc metformin được chỉ định để điều trị mất ngủ với ạ
Dạ bác sĩ cho em hỏi Bé bị sốt nẹ 38 độ mệt mỏi nhưng vẫn bú sữa mẹ bình thường giúp em,Dạ bác sĩ cho em hỏi Bé bị sốt nhẹ 38 độ mệt mỏi nhưng vẫn bú sữa mẹ bình thường giúp em
Da bac si co che tac dong cua thuoc giam dau para trong dieu tri tieu duong tuyp 2 la gi nhe bac si,Dạ bác sĩ cơ chế tác động của paracetamol trong điều trị đái tháo đường là gì nhé bác sĩ
Cho hoi tac dung cua an rau xnah qua mong doi voi suc khoe la gi nha,Cho hỏi tác dụng của ăn rau xanh quả mọng đối với sức khỏe là gì nha
Bac si oi lam the nao de tang cuong the luc hieu qua nhat tai nha voi a,Bác sĩ ơi làm thế nào để tăng cường thể lực hiệu quả nhất tại nhà với ạ
