text,label
Cấp cứu gấp người bị đau ngực dữ dội như đá đè đột ngtộ ngất sỉu tím tái toàn thân nha bác sĩ,emergency
Bác sĩ ơi giúp em với nữn thió quen tốt dúp nân cao sức đề kháng mùa lạnh ạ xin cảm ơn nhiều,faq
Da cho em hoi cach chup anh phong canh dep thu hut nhieu luot tuong tac a cam on bac si,out-of-scope
Bac si oi giup em voi du bao thoi tiet hom nay tai Da Nang the nao a?,out-of-scope
Mọi người cho em hỏi tại sao dùng amoc lại gây buồn ngủ hoặc chóng mặt ạ !,medical
Moi nguoi cho em hoi toi muon dau tu vao bat dong san ven do thi nen bat dau tu dau the a,out-of-scope
Cho em hoi ti a cap cuu gap nguoi bi gay xuong dui dam thung da dot ngot ngat xiu tim tai toan than a cam on bac si,emergency
Bác sĩ tư vấn dúp em bị đột quỵ hôn mê sâu khôn phản ứng méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì với ạ,emergency
"Người nhà đột nột bị té ngã bất tỉn, co gậit toàn thân chợn mắt sùi bọt mép",emergency
Dạ bác sĩ cho em hỏi sự khác biệt giữa ibuf và met trong chữa trị đau bụng ạ xin cảm ơn nhềiu,medical
Bac si cho em hoi chut a Thinh thoang bi te bi dau ngon tay nhe hoac cham chich o canh tay a cam on bac si,medical
Cho em hoi phu nu co thai co duoc su dung thuoc tieu duong metformin de chua dau dau xin cam on bac si,medical
Cho em hỏi tí ạ làm thế nào để tạo slide thuyết trình bnằg Photoshop với ạ,out-of-scope
Cho em hỏi tí ạ làm thế nào để tnăg cườn thể lực hiệu quả nhất tại nhà ạ em cảm ơn,faq
"Cho em hỏi tai nạn xe máy làm nạn nhân bị dị vật đường thở tắc hoàn toàn chảy máu ồ ạt, làm sao cầm máu nhé bác sĩ",emergency
Bác sĩ cho em hỏi chút ạ làm sao để bảo vệ sức khỏe tim mạch khi làm việc văn phòng nhiều ạ em cảm ơn,faq
Em chào bác sĩ ạ tôi bị sốt thì có nên uống asprin chống đông máu không nha,medical
Bac si cho em hoi chut a tac dung cua hat chia doi voi suc khoe la gi a em cam on,faq
Bệnh nhân cholesterol cao có cần kêing khem gì khi unốg thuốc amox không xin cảm ơn bác sĩ,medical
Chao bac si a loi ich cua viec di bo nhe nhang vao moi buoi sang/toi nha,faq
Nhữn thói quen tốt giúp nâng cao sức đề khnág mùa lnạh na bác sĩ,faq
"Cho em hỏi con uống nhầm thuốc trừ sâu sùi bọt mép, cứu mạng với nhé bác sĩ",emergency
Bác sĩ ơi cho em hỏi thuốc aspi được chỉ định để điều trị đau bụng với ạ,medical
Bac si cho em hoi chut a Tho kho khe nhe co dom o co hong sau khi ngu day voi a,medical
Cho em hoi lam sao de bao ve mat va cot song co khi lam viec van phong nhieu nhe bac si,faq
Chào bác sĩ ạ viết hộ tôi một bài thơ về tình cảm gia đình cha mẹ hay và ý nhgĩa na,out-of-scope
Cho em hỏi tí ạ người nhà bị bỏng nặng toàn thân do nổ bình gas đang rất nguy hiểm tính mạng cứu với giúp em,emergency
Da bac si cho em hoi du bao thoi tiet hom nay tai Da Lat the nao a?,out-of-scope
Da cho em hoi lam sao de bao ve mat va cot song co khi lam viec van phong niheu a?,faq
Chào bác sĩ ạ tìm hiểu về khảo cổ học Ai Cập cổ đại trong lịch sử/khoa học nha,out-of-scope
Dạ bác sĩ tôi muốn đầu tư vào quỹ mở tài chính thì nên bắt đầu từ đâu thế ạ,out-of-scope
Thưa bác sĩ liều lượng uống thuốc kháng viêm ibuprofen cho người bị chóng mặt như thế nào ạ?,medical
Moi nguoi cho em hoi bi dot quy vo mach mau phun than tia meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi,emergency
Thưa bác sĩ dự báo thời tiết hôm nay tại Hà Nội thế nào giúp em với ạ,out-of-scope
Lợi ích của việc chạy bộ 30 phút vào mỗi buổi sáng/tối nhe bác sĩ,faq
Dạ bác sĩ cho em hỏi tác dụng của trà hoa cúc đối với sức khỏe là gì giúp em,faq
Bac si cho em hoi chut a tim hieu ve su phat trien cua AI the ky 21 trong lich su/khoa hoc a em cam on,out-of-scope
Da thua bac si nhung thoi quen tot giup nang cao chat luong giac ngu nha bac si,faq
"Cho hoi tai nan xe may lam nan nhan bi dau nguc du doi nhu da de chay mau o at, lam sao cam mau giup em",emergency
Da thua bac si Nguoi nha dot ngot dau dau du doi nhu bua bo chua tung co kem theo buon non lien tuc nha bac si,emergency
Alo bac si an gi hoac kieng gi de cai thien giac ngu ngon tot nhat nha bac si,faq
Cho hỏi viết hộ tôi một bài thơ về quê hương đất nước hay và ý nghĩa thế ạ,out-of-scope
"Chao bac si a tai nan xe may lam nan nhan bi co giat tron mat sui bot mep chay mau o at, lam sao cam mau giup em",emergency
"Em muon hoi la bi gay xuong dui dam thung da kem ngung tho hoan toan nguy kich qua, phai so cuu sao a?",emergency
"Bác sĩ ơi giúp em với khẩn cấp bệnh nhân bỏng nặng toàn thân do nổ bình gas đang ngừng thở, có cần hô hấp nhân tạo không xin cảm ơn bác sĩ",emergency
"Bác sĩ giải đáp giúp em khẩn cấp bệnh nhân nuốt nhầm acid đang ngừng thở, có cần hô hấp nhân tạo không ạ cảm ơn bác sĩ",emergency
Da thua bac si cach hoc tieng Anh giao tiep dep thu hut nhieu luot tuong tac nhe bac si,out-of-scope
Bac si cho em hoi chut a phu nu co thai co duoc su dung amoc de chua dau bung xin cam on bac si,medical
Em chào bác sĩ ạ viết hộ tôi một bài thơ về mùa thu lá rụng hay và ý nghĩa ạ?,out-of-scope
Cho hỏi những thói quen tốt giúp nâng cao hệ miễn dịch với ạ,faq
Chao bac si a bi gay xuong dui dam thung da nghet tho ho sac sua tron mat len thi so cuu the nao a em cam on,emergency
Bac si oi giup em voi an gi hoac kieng gi de tang su tap trung tot nhat nhe bac si,faq
Bác sĩ ơi Bé bị sốt nhẹ 38 độ mệt mỏi nhưng vẫn bú sữa mẹ bình thường ạ xin cảm ơn nhiều,medical
Thua bac si lam sao de bao ve mat va cot song co khi lam viec van phong nhieu voi a,faq
Bác sĩ ơi trẻ em dớưi 6 tổui uống kháng sinh amoxicillin liều bao nhiêu là an toàn ạ em cảm ơn bác sĩ,medical
Dạ bác sĩ cho em hỏi người nhà bị chấn thương sọ não máu chảy nhiều đang rất nguy kịch cứu với ạ !,emergency
Bác sĩ ơi hướn dẫn các bước sửa se máy bị ngập nước tại nà chi tiết ạ em cảm ơn bác sĩ,out-of-scope
Bác sĩ ơi cho em hỏi làm sao để bảo vệ hệ hô hấp khi làm vệic văn phòng nhiều thế ạ,faq
Em chào bác sĩ ạ lợi ích của việc tập gym đều đặn vào mỗi buổi sáng/tối nhe bác sĩ,faq
Alo bac si Bi bong gan nhe co chan gay sung tay dau nhuc khi van dong manh a xin cam on,medical
Bac si giai dap giup em tac dung phu cua pcm khi dung chung voi asprin la gi voi a,medical
Bac si cho em hoi chut a thoi diem uong ibup tot nhat trong nay la luc nao a !,medical
Bác sĩ tư vấn giúp em hướng dẫn các bước cài đặt lại hệ điều hành Windows tại nhà chi tiết ạ !,out-of-scope
Bac si oi giup em voi tim hieu ve su phat tiren cua AI the ky 21 trong lich su/khoa hoc a sin cam on,out-of-scope
Moi nguoi cho em hoi huong dan cac buoc sua voi nuoc bi ro ri tai nha chi tiet nha,out-of-scope
Moi nguoi cho em hoi Khan cap! Tre bi hoc hat nhan di vat duong tho tac nghen hoan toan dang tim tai moi khong tho duoc nha bac si,emergency
Chao bac si a lieu luong uong thuoc khang viem ibuprofen cho nguoi bi dau bung nhu the nao voi a,medical
Alo bac si an gi hoac kieng gi de on din he tiue hoa tot nhat a sin cam on,faq
"Em chào bác sĩ ạ khẩn cấp bệnh nhân nuốt nhầm acid đang ngừng thở, có cần hô hấp nhân tạo không nha",emergency
Em muon hoi la cap cuu gap nguoi bi bong nang toan than do no binh gas dot ngot ngat xiu tim tai toan than nha,emergency
"Bac si giai dap giup em con uong nham hoa chat doc hai sui bot mep, cuu mang voi a xin cam on nhieu",emergency
Dạ bác sĩ cho em hỏi những thói quen tốt giúp nâng cao khả năng tập trung giúp em với ạ,faq
Chào bác sĩ ạ làm thế nào để lập trình web bằng Python FastAPI giúp em với ạ,out-of-scope
Da cho em hoi lam the nao de cham soc da mun hieu qua nhat tai nha nhe bac si,faq
Tuha bac si co che tac dong cua metfro chon dieu chi huyet ap cao la gi a em cam on bac si,medical
Da cho em hoi lam sao de bao ve mat va cot song co khi lam viec van phon nhieu xin cam on bac si,faq
"Chao bac si a con uong nham hoa chat doc hai sui bot mep, cuu mang voi voi a",emergency
"Bác sĩ tư vấn giúp em tai nạn xe máy làm nạn nhân bị hôn mê sâu không phản ứng chảy máu ồ ạt, làm sao cầm máu ạ em cảm ơn bác sĩ",emergency
Alo bac si lieu luong uong aspi cho nguoi bi dau bung nhu the nao,medical
Bac si oi cho em hoi chi giup toi cong thuc lam kim chi Han Quoc ngon chuan vi voi a xin cam on,out-of-scope
Cho em hoi Toi hay bi dau nhoi nhe long nguc vung tim khi hit tho sau hoac thay doi tu the,medical
Bác sĩ ơi giúp em với thuốc ibup được chỉ định để điều trị chóng mặt ạ xin cảm ơn nhiều,medical
Cho em hoi ti a chi giup toi cong thuc lam banh mi Viet Nam ngon chuan vi voi nhe bac si,out-of-scope
Bác sĩ cho em hỏi chút ạ Người nhà bị tai nạn gãy xương đùi đâm thủng da lồi hẳn ra ngoài máu chảy ồ ạt không ngừng giúp em,emergency
"Cho hỏi con uống nhầm thuốc ngủ liều lưnợg cực lớn sùi bọt mép, cứu mạng với thế ạ",emergency
Da thua bac si thoi diem uong amoc tot nhat trong ngay la luc nao xin cam on bac si,medical
Bác sĩ tư vấn giúp em hướng dẫn các bước cài đặt lại hệ điều hành Windows tại nhà chi tiết ạ cảm ơn bác sĩ,out-of-scope
"Bác sĩ tư vấn giúp em con uống nhầm hóa chất độc hại sùi bọt mép, cứu mạgn với nha",emergency
Tac dung cua hat chia doi voi suc kheo la gi the a,faq
"Bác sĩ tư vấn giúp em bị hôn mê sâu không phản ứng kèm tím tái môi và đầu ngón tay nguy kịch quá, phải sơ cứu sao ạ",emergency
Thưa bác sĩ làm sao để bảo vệ khớp xương cổ tay khi làm việc văn phòng nhiều ạ em cảm ơn bác sĩ,faq
Bác sĩ tư vấn giúp em tìm hiểu về khảo cổ học Ai Cập cổ đại trong lịch sử/khoa học với ạ,out-of-scope
Chao bac si a lam the nao de giu dang thon gon hieu qua nhat tai nha giup em voi a,faq
Thua bac si bi dot quy nuot nham acid meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi a?,emergency
Tôi muốn đầu tư vào vàng vật chất thì nên bắt đầu từ đâu ạ?,out-of-scope
Cho em hỏi tí ạ những thói qeun tốt giúp nâng cao độ dẻo dai xương kớhp ạ xin cảm ơn,faq
Alo bac si lam the nao de on dinh he tieu hoa hieu qua nhat tai nha the a,faq
Alo bác sĩ bị đau ngực dữ dội như đá đè nẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ cảm ơn bác sĩ,emergency
Bac si giai dap dup em tac dun cua tinh bot nghe doi voi suc khoe la gi a em cam on,faq
Cho hoi cach tao slide thuyet trinh dep thu hut nhieu luot tuong tac a?,out-of-scope
Da bac si Bi xuoc da dau goi rom it mau sau khi nga xe nhe ngoai duong,medical
"Em chao bac si a con uong nham thuoc diet co paraquat sui bot mep, cuu magn voi voi a",emergency
"Bác sĩ ơi giúp em với khẩn cấp bệnh nhân vỡ mạch máu phun thành tia đang ngừng thở, có cần hô hấp nhân tạo không nhe bác sĩ",emergency
Lam sao de bao ve khop xuong co tay khi lam viec van phong nhieu a?,faq
Bác sĩ ơi giúp em với Người nhà bị tai nạn gãy xương đùi đâm thủng da lồi hẳn ra ngoài máu chảy ồ ạt không ngừng nhe bác sĩ,emergency
Bác sĩ tư vấn giúp em thuốc aspi được chỉ định để điều trị sốt nhé bác sĩ,medical
Bac si oi giup em voi tai sao dun asprin chong dong mau lai gay buno ngu hoac chong mat a,medical
Cho em hoi thuoc pana duoc chi dnih de dieu tri sot a em cam on,medical
Làm thế nào để học tiếng Anh giao tiếp bằng Premiere Pro với ạ,out-of-scope
Dạ bác sĩ cho em hỏi Bé bị sốt nhẹ 38 độ mệt mỏi nhưng vẫn bú sữa mẹ bìhn thường ạ cảm ơn bác sĩ,medical
Moi nguoi cho em hoi tac dung cua nhan sam doi voi suc khoe la gi the a,faq
Dạ thưa bác sĩ những thói quen tốt giúp nâng cao chất lượng giấc ngủ ạ !,faq
Bác sĩ ơi cho em hỏi liuề lượng uốn pcm cho người bị đau đầu như thế nào ạ,medical
Cho hoi tac dung cua sua chau khong duong doi voi suc khoe la gi a em cam on,faq
Bác sĩ ơi cho em hỏi chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không nha bác sĩ,faq
Em muon hoi la cach chinh sua video ngan dep thu hut nhieu luot tuon tac the a,out-of-scope
Dạ cho em hỏi làm thế nào để tăng cường thể lực hiệu quả nhất tại nhà ạ em cảm ơn,faq
Chao bac si a lam sao de bao ve he tieu hoa khi lam viec van phong nhieu a !,faq
Bác sĩ ơi cho em hỏi làm sao để bảo vệ não bộ và hệ thần kinh khi làm việc văn phnò nhềiu nhe bác sĩ,faq
Bác sĩ ơi cho em hỏi ăn gì hoặc kiêng gì để giúp da dẻ mịn màng tốt nhất ạ em cảm ơn,faq
"Bi di vat duong tho tac hoan toan kem ngung tho hoan toan nguy kich qua, phai so cuu sao a xin cam on nhieu",emergency
Cho hỏi lợi ích của việc hạn chế dùng điện thoại trước khi ngủ vào mỗi buổi sáng/tối ạ em cảm ơn,faq
Da thua bac si cach tao slide thuyet trinh dep thu hut nhieu luot tuong tac nhe bac si,out-of-scope
Bac si tu van dup em lam sao de bao ve he tieu hoa khi lam viec van phong nhiue dup em voi a,faq
Cho em hỏi tôi muốn đầu tư vào thị trường chứng khoán thì nên bắt đầu từ đâu thế ạ,out-of-scope
Em muon hoi la du bao thio tiet hom nay tai Da Lat the nao giup em voi a,out-of-scope
"Em muon hoi la tai nan xe may lam nan nhan bi vo mach mau phun thanh tia chay mau o at, lam sao cam mau",emergency
Bác sĩ ơi viết hộ tôi một bài thơ về tình cảm gia đình cha mẹ hay và ý nghĩa ạ em cảm ơn bác sĩ,out-of-scope
Bac si oi dup em voi an gi hoca kieng gi de cham soc da mun tot nhat xin cam on bac si,faq
Cho em hoi dung asprin keo dai co gay suy gan hay suy than khnog nhe bac si,medical
Mọi người cho em hỏi sự khác biệt giữa asprin chống đông máu và metformin hạ đường huyết trong chữa trị sốt với ạ,medical
Da cho em hoi lam sao de bao ve mat va cot song co khi lam viec van phong nhieu a cam on bac si,faq
Chào bác sĩ ạ người nhà bị co giật trợn mắt sùi bọt mép đang rất nguy kịch cứu với,emergency
"Thau bac si khan cap behn nhan phna ve do nagn sau tiem thuoc dang nun tho, co can ho hap nhan tao khong nhe bac si",emergency
Bị dị vật đường thở tắc hoàn toàn nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào giúp em,emergency
Bac si oi du bao thoi tiet hom nay tai Ha Noi the nao a xin cam on,out-of-scope
Dạ thưa bác sĩ bị đột quỵ vỡ mạch máu phun thành tia méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì nhe bác sĩ,emergency
Da thua bac si chi giup toi cong thuc lam banh mi Viet Nam ngon chuan vi voi a em cam on,out-of-scope
Cho em hoi ti a lam the nao de thai doc co the hieu qua nhat tai nha giup em,faq
Loi ich cua viec uong mot ly nuoc am vao moi buoi sagn/toi the a,faq
Bac si tu van giup em lam the nao de thai doc co the hieu qua nhat tai nha giup em voi a,faq
Cho em hỏi thời điểm uốgn kháng sihn amoixcillin tốt nhất trong ngày là lúc nào ạ cảm ơn bác sĩ,medical
Bác sĩ dải đáp dúp em thời điểm uống amoxi tốt nhất trong ngày là lúc nào ạ xin cảm ơn,medical
Co che tac dong cua metformin ha duong huyet trong dieu tri con gut cap la gi a em cam on bac si,medical
Hướng dẫn các bước sửa xe máy bị ngập nước tại nhà chi tiết ạ !,out-of-scope
Da cho em hoi lam the nao de tang can lan manh hieu qua nhat tai nha nha,faq
Bác sĩ tư vấn giúp em chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không nha bác sĩ,faq
Em chào bác sĩ ạ trẻ em dưới 6 tuổi uống thuốc kháng viêm ibuprofen liều bao nhiêu là an toàn giúp em,medical
Em chao bac si a tac dung cua nuoc dua doi voi suc khoe la gi a em cam on bac si,faq
"Da cho em hoi tai nan xe may lam nan nhan bi chan thuong so nao mau chay nhieu chya mau o at, lam sao cam mau a em cam on bac si",emergency
Chỉ giúp tôi côgn thức làm bánh mì Việt Nam ngon chuẩn vị với ạ xin cảm ơn nhiều,out-of-scope
Cho em hoi ti a tac dung cua mat ong am doi voi suc kheo la gi a,faq
Dạ bác sĩ cho em hỏi làm sao để bảo vệ hệ tiêu hóa khi làm việc văn phòng nhiều giúp em với ạ,faq
Chao bac si a toi bi chong mat thi co nen uong amoc khong nha,medical
Cho em hoi Thinh tohang bi nan ngcu sau khi di bo nhanh hoac leo cau thang cao a xin cam on,medical
Cho em hoi ti a phu nu co thai co duoc su dung aspi de chua mat ngu a,medical
Em chao bac si a du bao thoi tiet hom nay tai Da Nang the nao voi a,out-of-scope
Cho em hoi lam the nao de tang can lanh manh hieu qua nhat tai nha giup em,faq
Da cho em hoi Toi hay bi dau nhoi nhe long nguc vung tim khi hit tho sau hoac thay doi tu the a cam on bac si,medical
Dạ thưa bác sĩ viết hộ tôi một bài thơ về mùa thu lá rụng hay và ý nghĩa,out-of-scope
Chào bác sĩ ạ tìm hiểu về sự phát triển của AI thế kỷ 21 trong lịch sử/khoa học ạ?,out-of-scope
Bac si oi giup em voi nhung thoi quen tot giup nang cao suc ben tim mach giup em voi a,faq
Dạ bác sĩ lợi ích của việc hạn chế dùng điện thoại trước khi ngủ vào mỗi buổi sáng/tối giúp em với ạ,faq
Cho em hoi toi bi chong mat thi co nen uong asprin chong dong mau khong a,medical
Bac si giai dap giup em cap cuu gap nguoi bi dot quy nao liet hoan toan nua nguoi dot ngot ngat xiu tim tai toan than a,emergency
Bác sĩ dải đáp giúp em bị đột quỵ bỏng nặng tonà thân do nổ bình gas méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì ạ xin cảm ơn nhiều,emergency
Bác sĩ cho em hỏi chút ạ làm sao để bảo vệ sức khỏe tim mạch khi làm việc văn phnòg nhiều ạ em cảm ơn bác sĩ,faq
"Da bac si cho em hoi khan cap benh nhan nout nham acid dang ngung tho, co can ho hap nhan tao khong a em cam on bac si",emergency
"Bác sĩ ơi cho em hỏi con uống nhầm hóa chất độc hại sùi bọt mép, cứu mạng với giúp em",emergency
Em muon hoi la bi dot quy hon me sau khong phan un meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi nha bac si,emergency
Dự báo thời tiết hôm nay tại Hà Nội thế nào,out-of-scope
Bac si oi cho em hoi chatbot y te nay co nhung tinh nang gi vay nha,faq
Bác sĩ tư vấn giúp em cấp cứu gấp người bị co giật trợn mắt sùi bọt mép đột ngột ngất xỉu tím tái toàn thân ạ xin cảm ơn,emergency
Bac si giai dap dup em co che tac dong cua ibup trong dieu tri co that phe quan la gi a em cam on,medical
Em muốn hỏi là tác dụng của hạt chia đối với sức khỏe là gì với ạ,faq
Bác sĩ ơi giúp em với hướng dẫn các bước vệ sinh điều hòa tại nhà chi tiết giúp em với ạ,out-of-scope
Chao bac si a tac dung phu cua thuoc tim mach aspirin khi dung chung voi paxetamol la gi nha,medical
Em muốn hỏi là lợi ích của việc hạn chế dùng điện thoiạ trước khi ngủ vào mỗi buổi sánt/ối ạ sin cảm ơn,faq
Dạ bác sĩ làm sao để bảo vệ mắt và cột sống cổ khi làm việc văn phòng nhiều giúp em,faq
Thua bac si huong dan cac buoc cai dat lai he dieu hanh Windows tai nha chi tiet nha,out-of-scope
Phụ nữ có thai có được sử dụng kháng sinh amoxicillin để chữa sốt nhe bác sĩ,medical
Liều lượng uống asprin cho người bị đau đầu như thế nào xin cảm ơn bác sĩ,medical
Cho em hỏi tí ạ tôi muốn đầu tư vào quỹ mở tài chính thì nên bắt đầu từ đâu ạ em cảm ơn bác sĩ,out-of-scope
Em chao bac si a toi muon dau tu vao vang vat chat thi nen bat dau tu dau a,out-of-scope
"Cho em hoi khan cap benh nhan gay xuong dui dam thung da dang ngung tho, co can ho hap nhan tao khong voi a",emergency
Thưa bác sĩ chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không ạ cảm ơn bác sĩ,faq
Moi nguoi cho em hoi tim hieu ve thuyet tuon doi cua Einstein chon lich su/khoa hoc a,out-of-scope
"Moi nguoi cho em hoi tai nan xe may lam nan nhan bi dau nguc du doi nhu da de chay mau o at, lam sao cam mau a cam on bac si",emergency
Bác sĩ ơi làm sao để bảo vệ hệ hô hấp khi làm việc văn phòng nhiều ạ xin cảm ơn nhiều,faq
Mọi người cho em hỏi tìm hiểu về khảo cổ học Ai Cập cổ đại trong lịch sử/khoa học giúp em với ạ,out-of-scope
Bac si cho em hoi chut a co che tac dong cua ibup trong dieu tri chong mat tien dinh la gi xin cam on bac si,medical
Cho em hoi ti a tim hieu ve khao co hoc Ai Cap co dai trong lich su/khoa hoc a em cam on,out-of-scope
Bác sĩ ơi cho em hỏi chẻ em dưới 6 tuổi uống thuốc giảm đau pada liều bao nhiêu là an toàn ạ em cảm ơn bác sĩ,medical
Bac si oi cho em hoi huong dan cac buoc sua voi nuoc bi ro ri tai nha chi tiet the a,out-of-scope
Chao bac si a loi ich cua viec han che dung dien thoai truoc khi ngu vao moi buoi sang/toi giup em,faq
Bác sĩ ơi giúp em với cấp cứu gấp người bị chấn thương sọ não máu chảy nhiều đột ngột ngất xỉu tím tái toàn thân ạ em cảm ơn,emergency
"Cho hoi Nguoi benh dot ngot tuc nguc o at, tay chan lanh toat va ngat lim di khong tinh tao a",emergency
"Bác sĩ ơi cho em hỏi tai nạn xe máy làm nạn nhân bị hôn mê sâu khôn phnả ứn chảy máu ồ ạt, làm sao cầm máu nha",emergency
Em muon hoi la huong dan cac buoc ve sinh dieu hoa tai nha chi teit a em cam on,out-of-scope
"Cho hoi tai nan xe may lam nan nhan bi hon me sau khong phan ung chay mau o at, lam sao cam mau nha",emergency
Bác sĩ giải đáp giúp em những thói quen tốt giúp nâng cao hệ miễn dịch nhé bác sĩ,faq
Dạ bác sĩ cho em hỏi lợi ích của vicệ ngủ đủ 8 tiếng vào mỗi bổui sáng/tối giúp em với ạ,faq
Su khac biet giua amoxi va thuoc tim mach aspirin trong chua tri mat ngu nhe bac si,medical
Dau nhuc dau am i vung sau gay sau khi thuc dem lam viec met moi voi a,medical
Cho em hỏi bị đột quỵ đột quỵ não liệt hoàn toàn nửa người méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì,emergency
"Cho hoi khan cap ben nhan dot quy nao liet hoan toan nua nuoi dang ngung tho, co can ho hap nhan tao khong giup em voi a",emergency
Mọi người cho em hỏi viết hộ tôi một bài thơ về mùa thu lá rụng hay và ý nghĩa nhé bác sĩ,out-of-scope
Cho hỏi nữn thói quen tốt giúp nâng cao tuổi thọ cơ thể nha,faq
Da thua bac si toi muon dau tu vao quy mo tai chinh thi nen bat dau tu dau a cam on bac si,out-of-scope
Da thua bac si du bao thoi tiet hom nay tai Da Lat the nao a em cam on bac si,out-of-scope
"Bac si cho em hoi chut a tai nan xe may lam nan nhan bi bong nang toan than do no bin gas chay mau o at, lam sao cam mau a xin cam on",emergency
Bác sĩ tư vấn giúp em Cảm giác đau tức ngực âm ỉ nhẹ kéo dài vài tuần nay có cần đi khám tim mạch không ạ em cảm ơn bác sĩ,medical
Cho hỏi tìm hiểu về cuộc chiến tranh thế giới thứ hai trong lịch sử/khoa học ạ em cảm ơn,out-of-scope
Cho em hoi ti a thoi diem uong pcm tot nhat trong ngay la luc nao,medical
Bac si giai dap giup em chi giup toi cong thuc nau pho bo Ha Noi ngon chuan vi voi a xin cam on nhieu,out-of-scope
Bác sĩ ơi cho em hỏi bị đột quỵ chấn thương sọ não máu cảhy nhiều méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì ạ em cảm ơn,emergency
Cho em hoi ti a tai sao dung aspi lai gay buon ngu hoac chong mat a?,medical
"Choa bac si a bi co dat tron mat sui bot mep kem tim tai moi va dau ngon tay nguy kich qua, phai so cuu sao xin cam on bac si",emergency
"Em muốn hỏi là tai nạn se máy làm nạn nhân bị hôn mê sâu không phản ứn chảy máu ồ ạt, làm sao cầm máu ạ em cảm ơn bác sĩ",emergency
Alo bac si tim hieu ve khao co hoc Ai Cap co dai trong lich su/khoa hoc a,out-of-scope
"Da thua bac si tai nan xe may lam nan nan bi bong nnag toan than do no binh gas chay mau o at, lam sao cam mau a cam on bac si",emergency
Cho em hỏi tí ạ cấp cứu gấp người bị nuốt nhầm acid đột ngột ngất xỉu tím tái toàn thân ạ em cảm ơn bác sĩ,emergency
Bác sĩ ơi giúp em với Bị bong gân nẹ cổ chân gây sưn tấy đau nức khi vận động mạnh ạ cảm ơn bác sĩ,medical
Chao bac si a tim hieu ve cuoc chien tranh the gioi thu hai trong lich su/khoa hoc xin cam on bac si,out-of-scope
Alo bac si cach hoc tieng Anh giao tiep dep thu hut nhieu luot tuong tac a sin cam on,out-of-scope
Da bac si cho em hoi thuoc ibu duoc chi dinh de dieu tri mat ngu a em cam on bac si,medical
Bác sĩ ơi giúp em với tôi uống metfodmin quá liều thì nên xử lý thế nào ạ xin cảm ơn,medical
Thua bac si co che tac dong cua klamentin trong dieu tri chong mat tien dinh la gi nha,medical
"Bác sĩ ơi khẩn cấp bệnh nhân bỏng nặng toàn thân do nổ bình gas đang ngừng thở, có cần hô hấp nhân tạo không ạ !",emergency
Alo bac si loi ich cua viec nu du 8 tieng vao moi buoi sang/toi a,faq
Alo bác sĩ tìm hiểu về sự phát triển của AI thế kỷ 21 trong lịch sử/khoa học ạ em cảm ơn,out-of-scope
Chao bac si a tai sao dung paxetamol lai gay buon ngu hoac chong mat nha bac si,medical
Tác dụng của quế và gừng đối với sức khỏe là gì nha,faq
Da bac si lam the nao de tagn cuong the luc hieu qua nhat tai nha a em cam on,faq
Bị đuối nước nẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ em cảm ơn,emergency
Tác dụng của quế và gừng đối với sức khỏe là gì ạ em cảm ơn bác sĩ,faq
Da thua bac si dung metformin keo dai co gay suy gan hay suy than khong a,medical
Cho hoi tim hieu ve he mat troi va cac hanh tinh trong lich su/khoa hoc a xin cam on,out-of-scope
Thua bac si nhung thoi quen tot giup nang cao kha nang tap trung a em cam on bac si,faq
"Bác sĩ ơi con uống nhầm dầu hỏa sùi bọt mép, cứu mạng với thế ạ",emergency
Cho em hỏi tôi muốn đầu tư vào bất động sản ven đô thì nên bắt đầu từ đâu ạ !,out-of-scope
Thua bac si tac dugn cua tra hoa cuc doi voi suc khoe la gi the a,faq
Dạ bác sĩ bệnh nhân tieu duong có cần kiêng khem gì khi uống metfor không ạ xin cảm ơn,medical
"Bac si giai dap giup em tai nan xe may lam nan nhan bi dau nguc du doi nhu da de chay mau o at, lam sao cam mau nhe bac si",emergency
Dạ bác sĩ cho em hỏi lợi ích của việc đi bộ nhẹ nhàng vào mỗi buổi sáng/tối nha,faq
"Moi nguoi cho em hoi Khan cap! Nguio benh dot not meo mieng, liet hoan toan mot ben nguoi va khong the noi ro tieng a em cam on",emergency
Bác sĩ giải đáp giúp em thời điểm uống asprin tốt nhtấ trong ngày là lúc nào ạ em cảm ơn,medical
Bác sĩ ơi viết hộ tôi một bài thơ về quê hương đất nước hay và ý nghĩa nha,out-of-scope
